property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,eldeco mansionz,sector 48,5.15,2727.0,18885.0,Plot area 303(253.35 sq.m.)Built Up area: 302 sq.yards (252.51 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,7,3,2.0,East,Moderately Old,,302.0,300.0,0,1,0,1,0,1,145
flat,aipl zen residences,sector 70a,1.34,1304.0,10276.0,Super Built up area 1304(121.15 sq.m.),2,2,3+,17.0,East,New Property,1304.0,,,0,0,0,0,0,1,110
flat,experion windchants,sector 112,5.2,4848.0,10726.0,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,6,3+,15.0,East,Relatively New,4848.0,3655.35,3500.0,0,1,0,1,0,1,174
house,not applicable,sector 4,0.8,146.0,54794.0,Plot area 146(13.56 sq.m.),5,4,3,3.0,not available,Under Construction,,146.0,,0,0,0,0,0,2,0
house,suncity essel towers,sector 28,8.95,5000.0,17900.0,Plot area 5000(464.52 sq.m.),5,6,3+,4.0,not available,Moderately Old,,5000.0,,0,0,0,0,0,2,0
flat,emaar gurgaon greens,sector 102,1.3,1650.0,7878.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,4.0,East,Relatively New,1650.0,,1022.58,0,1,0,0,0,1,125
flat,sidhartha ncr one phase,sector 95,0.43,1364.0,3152.0,Super Built up area 1364(126.72 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2,2,2,6.0,North,Relatively New,1364.0,1300.0,1020.0,0,0,0,0,0,2,120
flat,experion the heartsong,sector 108,0.97,1050.0,9238.0,Carpet area: 1050 (97.55 sq.m.),2,2,3,10.0,North-East,Relatively New,,,1050.0,0,1,0,0,0,2,165
house,international city by sobha phase 1,sector 109,6.0,2430.0,24691.0,Plot area 270(225.75 sq.m.),4,5,3+,2.0,North,Relatively New,,2430.0,,0,1,0,0,0,1,96
flat,puri emerald bay,sector 104,1.59,1458.0,10903.0,Super Built up area 1550(144 sq.m.),2,2,2,12.0,South,Relatively New,1550.0,,,0,0,0,0,0,2,121
flat,tata primanti,sector 72,4.25,3250.0,13076.0,Super Built up area 3250(301.93 sq.m.),4,4,3+,0.0,North,Relatively New,3250.0,,,0,1,0,0,0,1,174
flat,raisina residency,sector 59,5.0,3829.0,13058.0,Carpet area: 3829 (355.73 sq.m.),4,4,3+,13.0,North-West,Relatively New,,,3829.0,1,1,1,1,0,1,174
flat,tulip violet,sector 69,1.72,1970.0,8730.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,North-East,Relatively New,1970.0,,,0,0,0,0,0,2,86
flat,prime habitat,sector 99a,0.32,687.0,4657.0,Super Built up area 687(63.82 sq.m.)Built Up area: 601 sq.ft. (55.83 sq.m.)Carpet area: 448 sq.ft. (41.62 sq.m.),2,2,1,7.0,,Relatively New,687.0,601.0,448.0,0,0,0,0,0,2,44
flat,imperia the esfera,sector 37c,0.87,1578.0,5513.0,Super Built up area 1578(146.6 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1110 sq.ft. (103.12 sq.m.),2,3,3+,5.0,North-West,Relatively New,1578.0,1300.0,1110.0,1,0,0,0,0,2,109
flat,bestech park view city,sector 48,1.76,1776.0,9909.0,Super Built up area 1776(165 sq.m.)Built Up area: 1576 sq.ft. (146.42 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3,3,3+,9.0,South,Moderately Old,1776.0,1576.0,1476.0,0,1,0,1,0,1,158
flat,dlf regal gardens,sector 90,1.3,1818.0,7150.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,7.0,South,Relatively New,1818.0,1700.0,1400.0,0,0,0,0,0,2,141
house,independent,sector 31,3.5,1449.0,24155.0,Plot area 161(134.62 sq.m.),4,4,3,2.0,North-East,Old Property,,1449.0,,0,0,1,0,0,1,70
flat,corona gracieux,sector 76,1.05,1765.0,5949.0,Super Built up area 1765(163.97 sq.m.),3,3,3+,7.0,North-East,Relatively New,1765.0,,,0,0,0,0,0,1,133
flat,ansal api celebrity suites,sector 2,0.6,735.0,8163.0,Super Built up area 735(68.28 sq.m.),1,1,1,5.0,North-East,Moderately Old,735.0,,,0,0,0,0,0,1,67
flat,bestech park view sanskruti,sector 92,1.83,2325.0,7870.0,Super Built up area 2325(216 sq.m.),4,3,3,8.0,East,New Property,2325.0,,,0,1,0,0,0,2,128
house,bhawani enclave,sector 12,0.42,510.0,8235.0,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),3,3,,2.0,East,New Property,,,510.0,0,0,0,1,0,2,0
flat,supertech hues,sector 68,0.82,1180.0,6950.0,Super Built up area 1180(109.63 sq.m.),2,2,3+,21.0,,Under Construction,1180.0,,,0,0,0,0,1,2,72
flat,corona optus,sector 37c,1.44,1986.0,7250.0,Carpet area: 1990 (184.88 sq.m.),3,3,3+,8.0,North-West,New Property,,,1990.0,0,1,0,0,0,2,37
flat,m3m golfestate,sector 65,7.0,3850.0,18181.0,Carpet area: 3850 (357.68 sq.m.),3,3,2,12.0,North,Moderately Old,,,3850.0,0,0,1,0,0,2,60
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,1215.0,10370.0,Super Built up area 1215(112.88 sq.m.),2,2,3,7.0,East,Relatively New,1215.0,,,0,0,0,0,0,1,49
flat,ss the leaf,sector 85,1.77,2408.0,7350.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,7.0,South-West,New Property,2408.0,,,0,0,1,0,0,2,107
house,independent,sector 28,0.75,360.0,20833.0,Plot area 40(33.45 sq.m.),7,4,3+,4.0,not available,Moderately Old,,360.0,,0,0,0,0,0,2,7
flat,siddhartha apartment,sector 95,0.72,1965.0,3664.0,Super Built up area 1965(182.55 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,2,4.0,East,Relatively New,1965.0,1800.0,1600.0,0,0,0,0,1,2,21
house,unitech uniworld resorts,sector 33,,,,Plot area 520(434.79 sq.m.),5,8,3+,4.0,West,Relatively New,,520.0,,0,1,1,0,0,1,100
flat,mapsko paradise,sector 83,0.95,1508.0,6300.0,Carpet area: 1340 (124.49 sq.m.),3,3,3,1.0,,Moderately Old,,,1340.0,0,0,0,0,0,2,0
flat,shree vardhman flora,sector 90,1.27,2565.0,4951.0,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,5,2,9.0,North-East,New Property,2575.0,,1950.0,1,1,0,0,0,2,83
flat,assotech blith,sector 99,0.82,1365.0,6007.0,Built Up area: 1365 (126.81 sq.m.),2,2,3,0.0,,Undefined,,1365.0,,0,0,0,0,0,2,51
flat,adani m2k oyster grande,sector 102,2.61,2598.0,10046.0,Super Built up area 2598(241.36 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3,14.0,North-East,Relatively New,2598.0,2200.0,2000.0,1,1,0,0,0,2,21
flat,maxworth city residences,sector 10a,0.9,1271.0,7083.0,Super Built up area 1200(111.48 sq.m.),2,2,3,9.0,East,New Property,1200.0,,,0,0,0,0,1,2,52
flat,imperia the esfera,sector 37c,1.4,2600.0,5384.0,Super Built up area 2600(241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,5,3,9.0,North,Relatively New,2600.0,,2100.0,1,1,0,1,1,2,49
flat,smriti apartment,sector 56,0.6,600.0,10000.0,Super Built up area 600(55.74 sq.m.),1,1,1,2.0,,Moderately Old,600.0,,,0,0,0,0,0,2,49
house,independent,sector 13,1.5,1426.0,10518.0,Plot area 1426(132.48 sq.m.),2,2,2,3.0,South-West,Old Property,,1426.0,,1,0,0,1,0,2,7
flat,bestech park view grand spa,sector 81,2.35,2660.0,8834.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2354 sq.ft. (218.69 sq.m.),3,4,3+,10.0,North-West,Relatively New,2660.0,,2354.0,0,1,0,0,0,2,109
flat,shree vardhman flora,sector 90,0.65,1310.0,4961.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1225 sq.ft. (113.81 sq.m.)Carpet area: 1075 sq.ft. (99.87 sq.m.),2,2,3,11.0,North-West,Relatively New,1300.0,1225.0,1075.0,1,0,0,0,0,1,49
flat,mapsko mount ville,sector 79,1.3,1620.0,8024.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3,3,2,6.0,West,Relatively New,1620.0,,867.24,1,0,0,1,0,2,151
house,independent,sector 9a,4.5,3150.0,14286.0,Plot area 14(354.1 sq.m.),9,9,3+,3.0,not available,Relatively New,,14.0,,1,0,0,1,1,1,38
flat,unitech sunbreeze,sector 69,0.75,1095.0,6849.0,Super Built up area 1095(101.73 sq.m.),2,2,2,4.0,,Under Construction,1095.0,,,0,0,0,0,0,2,0
flat,shri banke bihari society,sector 56,1.37,1500.0,9133.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2.0,North-East,Old Property,1500.0,1450.0,1400.0,0,0,0,0,1,2,174
flat,emaar palm gardens,sector 83,1.38,1720.0,8023.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3,3,3,5.0,South-West,Relatively New,1720.0,1350.0,1150.0,0,1,0,0,0,1,8
house,emaar mgf marbella,sector 66,9.01,5608.0,16066.0,Plot area 521,4,4,3+,3.0,North-East,Relatively New,,5574.7,,0,1,1,0,0,2,122
house,independent,sector 4,0.47,443.0,10601.0,Plot area 49(40.97 sq.m.)Built Up area: 50 sq.yards (41.81 sq.m.)Carpet area: 48 sq.yards (40.13 sq.m.),2,2,1,2.0,East,New Property,,50.0,48.0,1,0,0,0,0,1,73
house,vipul tatvam villa,sector 48,7.35,3222.0,22812.0,Plot area 358(299.33 sq.m.),4,5,2,2.0,South,Moderately Old,,3222.0,,1,1,1,1,0,1,144
flat,godrej nature plus,sector 33,1.08,823.0,13126.0,Carpet area: 76.44,2,2,3,8.0,,Undefined,,,76.44,0,0,0,0,0,2,56
flat,dlf the grove,sector 54,5.7,1382.0,41245.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1.0,East,Undefined,,1382.0,,0,0,0,0,0,2,46
flat,signature global solera,sector 107,0.5,645.0,7751.0,Carpet area: 645 (59.92 sq.m.),3,2,2,6.0,South-East,Relatively New,,,645.0,0,0,0,0,1,2,15
house,unitech nirvana birch court,sector 50,6.8,2160.0,31481.0,Plot area 240(200.67 sq.m.),4,4,3+,2.0,South-East,Old Property,,2160.0,,1,1,0,1,0,2,105
house,independent,sector 56,4.0,1503.0,26613.0,Plot area 167(139.63 sq.m.),4,4,3+,2.0,not available,Relatively New,,1503.0,,0,0,0,0,0,1,24
house,independent,sector 10a,3.6,1836.0,19608.0,Plot area 204(170.57 sq.m.),8,4,3,3.0,North,Moderately Old,,1836.0,,0,0,0,1,0,1,28
house,iffco nagar and 17b rwa,sector 17,3.5,1440.0,24305.0,Plot area 1440(133.78 sq.m.),6,5,3,3.0,East,Old Property,,1440.0,,0,0,0,0,0,2,44
flat,bestech park view city,sector 49,2.7,2159.0,12505.0,Super Built up area 2159(200.58 sq.m.),3,4,3+,6.0,,Moderately Old,2159.0,,,0,0,0,0,0,2,0
flat,deepak minda,manesar,1.2,2650.0,4528.0,Carpet area: 2650 (246.19 sq.m.),3,3,3+,6.0,North-West,Moderately Old,,,2650.0,0,1,0,0,0,2,7
flat,sunischit apartments,sector 54,1.69,2125.0,7954.0,Super Built up area 2200(204.39 sq.m.),3,3,3+,5.0,North,Old Property,2200.0,,,0,1,0,0,0,1,65
house,independent,sector 25,9.9,3375.0,29333.0,Plot area 375(313.55 sq.m.),5,5,2,2.0,South-East,Moderately Old,,3375.0,,0,0,0,1,0,1,106
flat,dlf new town heights,sector 90,1.9,3343.0,5683.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,7.0,North-West,Relatively New,2727.0,,,0,1,0,1,0,2,88
flat,sbtl caladium,sector 109,1.35,1880.0,7180.0,Super Built up area 1880(174.66 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,2,3+,12.0,West,Relatively New,1880.0,,1128.0,0,0,0,0,0,2,128
house,emaar mgf marbella,sector 66,,,,Plot area 350(292.64 sq.m.),5,5,3,2.0,not available,Relatively New,,350.0,,0,0,0,0,0,1,22
flat,signature global city 63a,sector 63a,1.65,1081.0,15263.0,Super Built up area 1081(100.43 sq.m.),2,2,2,1.0,,Undefined,1081.0,,,0,0,0,0,0,2,0
flat,bestech park view grand spa,sector 81,2.35,2660.0,8834.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),3,4,3+,6.0,North-East,Relatively New,2660.0,,2356.0,0,1,0,0,0,1,101
flat,my home,sector 110,0.22,500.0,4400.0,Carpet area: 500 (46.45 sq.m.),2,2,1,1.0,,New Property,,,500.0,0,0,0,0,0,1,0
house,independent,sector 82,7.5,3240.0,23148.0,Plot area 360(301.01 sq.m.),5,5,3+,2.0,East,Relatively New,,3240.0,,0,1,0,1,0,1,135
flat,bestech park view grand spa,sector 81,2.22,2660.0,8345.0,Super Built up area 2660(247.12 sq.m.),3,4,3+,15.0,South-East,Relatively New,2660.0,,,0,1,0,0,0,1,174
flat,tata primanti,sector 72,5.0,4400.0,11363.0,Super Built up area 4400(408.77 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,2.0,North-East,New Property,4400.0,4000.0,3500.0,1,1,1,0,0,1,174
flat,pyramid urban homes 2,sector 86,0.5,516.0,9698.0,Carpet area: 515.57 (47.9 sq.m.),2,2,2,6.0,,Old Property,,,515.5908099999999,0,0,0,0,0,2,15
flat,ireo skyon,sector 60,3.75,2800.0,13392.0,Super Built up area 2800(260.13 sq.m.),4,5,3,15.0,South,Relatively New,2800.0,,,0,1,0,0,0,2,167
flat,umang monsoon breeze,sector 78,0.75,1239.0,6053.0,Built Up area: 1239 (115.11 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,1,5.0,East,Undefined,,1239.0,1100.0,0,0,0,0,0,2,0
flat,the nav manesar apartment,sector 1,0.85,2150.0,3953.0,Super Built up area 2150(199.74 sq.m.),3,3,3+,5.0,North-East,Moderately Old,2150.0,,,0,1,0,0,0,2,5
flat,m3m woodshire,sector 107,1.49,2361.0,6310.0,Super Built up area 2361(219.34 sq.m.),3,4,3+,5.0,East,Relatively New,2361.0,,,0,1,1,0,0,1,174
flat,paras quartier,gwal pahari,5.9,5350.0,11028.0,Built Up area: 5350 (497.03 sq.m.),4,4,3+,0.0,,Moderately Old,,5350.0,,0,0,0,0,0,2,63
flat,bptp terra,sector 37d,1.6,2191.0,7302.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,7.0,North,Relatively New,2191.0,2000.0,1800.0,0,0,0,0,1,1,139
flat,signature global park,sohna road,0.95,1210.0,7850.0,Built Up area: 1210 (112.41 sq.m.),3,2,3+,3.0,East,New Property,,1210.0,,0,0,0,0,0,2,85
flat,valley view estate,gwal pahari,0.38,624.0,6089.0,Super Built up area 624(57.97 sq.m.),1,1,1,11.0,,Moderately Old,624.0,,,0,0,0,0,0,2,42
house,sobha city,sector 108,,,,Built Up area: 7331 (681.07 sq.m.),5,1,,1.0,not available,Old Property,,7331.0,,0,0,0,0,0,2,59
flat,central park flower valley,sector 33,1.79,1591.0,11251.0,Super Built up area 1789(166.2 sq.m.),3,3,3,3.0,South,Old Property,1789.0,,,0,0,0,0,0,2,71
house,independent,sector 108,1.7,3000.0,5666.0,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4,4,3+,1.0,North-East,Undefined,,3000.0,2600.0,0,0,0,0,0,2,0
house,independent,sector 24,1.45,540.0,26852.0,Plot area 60(50.17 sq.m.),3,3,1,,not available,Old Property,,540.0,,0,0,0,0,0,2,9
flat,conscient heritage max,sector 102,1.82,2020.0,9011.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,12.0,North-East,Relatively New,1942.0,,,0,1,0,0,0,2,101
flat,ramprastha skyz,sector 37d,1.2,2000.0,6000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,2,1,9.0,East,Under Construction,2000.0,1900.0,1850.0,0,1,0,0,1,2,53
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,963.0,20664.0,Super Built up area 1349(125.33 sq.m.)Carpet area: 963 sq.ft. (89.47 sq.m.),2,2,2,14.0,South,New Property,1349.0,,963.0,0,0,0,0,0,2,152
house,independent,sector 11,4.0,2025.0,19753.0,Built Up area: 225 (188.13 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5,4,1,2.0,North-East,Undefined,,225.0,180.0,0,0,0,0,0,2,0
house,independent,sector 55,3.55,1449.0,24500.0,Plot area 161(134.62 sq.m.),4,4,3+,2.0,not available,Old Property,,1449.0,,0,0,0,0,0,1,27
flat,m3m woodshire,sector 107,1.01,1366.0,7394.0,Super Built up area 1366(126.91 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.),2,2,3+,11.0,,New Property,1366.0,1200.0,,0,0,0,0,1,2,74
flat,m3m sierra 68,sector 68,1.1,1224.0,8986.0,Super Built up area 1224(113.71 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2,2,3,1.0,North-East,Relatively New,1224.0,1150.0,830.0,0,0,0,0,0,1,127
house,independent,sector 14,3.5,1935.0,18088.0,Plot area 215(179.77 sq.m.)Built Up area: 214 sq.yards (178.93 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),6,4,2,2.0,West,Old Property,,214.0,180.0,0,0,0,0,1,1,27
flat,bestech park view residency,sector 2,1.26,1565.0,8051.0,Super Built up area 1565(145.39 sq.m.),2,2,3,7.0,South-East,Moderately Old,1565.0,,,1,0,0,0,0,2,84
flat,la vida by tata housing,sector 113,1.85,1579.0,11716.0,Super Built up area 1579(146.69 sq.m.),3,2,2,7.0,East,New Property,1579.0,,,0,0,0,0,0,2,13
flat,antriksh heights,sector 84,0.94,1343.0,7000.0,Super Built up area 1350(125.42 sq.m.),3,2,3+,10.0,,New Property,1350.0,,,1,0,0,0,0,1,89
flat,eldeco accolade,sohna road,0.72,1255.0,5735.0,Carpet area: 1264 (117.43 sq.m.),2,2,3,8.0,West,Relatively New,,,1264.0,0,0,0,0,0,2,153
flat,smart world gems,sector 89,0.85,1103.0,7706.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,2.0,North-East,Undefined,,,1103.0,1,0,0,0,0,2,45
flat,dlf the ultima,sector 81,2.35,2103.0,11174.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,South,Relatively New,2103.0,1550.0,1257.0,1,1,0,1,1,0,49
flat,shree vardhman victoria,sector 70,1.65,1950.0,8461.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1267 sq.ft. (117.71 sq.m.),3,4,3,1.0,North,Relatively New,1950.0,,1267.0,0,1,0,0,0,0,167
house,independent,sector 45,16.0,4571.0,35000.0,Plot area 500(418.06 sq.m.),6,7,3+,3.0,East,Relatively New,,4500.0,,1,1,1,1,0,1,105
flat,vatika city,sector 49,1.85,1749.0,10578.0,Super Built up area 1748.87(162.48 sq.m.)Built Up area: 1471.12 sq.ft. (136.67 sq.m.),3,3,1,7.0,South-West,Moderately Old,1748.87,1471.12,,0,0,1,1,0,2,158
flat,signature global solera,sector 107,0.37,548.0,6751.0,Super Built up area 548(50.91 sq.m.),2,2,1,10.0,South,Relatively New,548.0,,,0,0,0,0,0,2,73
flat,vatika sovereign next sector-82 a gurgaon,sector 82a,2.91,4343.0,6700.0,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4,4,3,6.0,East,Under Construction,4350.0,,3480.0,1,1,1,0,0,1,79
flat,tulip petals,sector 89,1.55,1550.0,10000.0,Super Built up area 1550(144 sq.m.),3,2,3,6.0,East,Moderately Old,1550.0,,,0,0,1,0,0,1,111
flat,mapsko royale ville,sector 82,0.97,1790.0,5418.0,Super Built up area 1790(166.3 sq.m.),3,4,2,16.0,North-West,Relatively New,1790.0,,,0,1,0,0,0,2,95
flat,orchid island,sector 51,1.7,1596.0,10651.0,Carpet area: 1596 (148.27 sq.m.),3,4,3,2.0,West,Moderately Old,,,1596.0,0,0,1,1,0,2,90
flat,emaar mgf emerald floors premier,sector 65,3.0,1975.0,15189.0,Super Built up area 1975(183.48 sq.m.),4,4,3+,2.0,South-East,Relatively New,1975.0,,,0,1,0,0,0,2,87
flat,ss the leaf,sector 85,1.93,2390.0,8075.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2390 sq.ft. (222.04 sq.m.),3,4,3,7.0,North-East,Relatively New,2408.0,2400.0,2390.0,0,1,0,0,0,2,174
house,independent,sector 7,0.9,900.0,10000.0,Plot area 100(83.61 sq.m.),6,4,3,3.0,North-East,Old Property,,900.0,,0,1,0,0,1,1,44
house,vipul tatvam villa,sector 48,8.5,4000.0,21250.0,Plot area 4000(371.61 sq.m.),4,5,3+,2.0,North,Moderately Old,,4000.0,,1,1,0,1,1,1,49
flat,krrish florence estate,sector 70,1.3,2321.0,5600.0,Built Up area: 1865 (173.26 sq.m.),3,3,3,17.0,,Under Construction,,1865.0,,0,0,0,0,0,1,61
flat,central park flower valley aqua front towers,sector 33,2.96,2134.0,13870.0,Carpet area: 2134 (198.26 sq.m.),4,4,3,1.0,,New Property,,,2134.0,0,1,0,0,0,1,24
flat,the center court,sector 88a,2.1,1725.0,12173.0,Super Built up area 2175(202.06 sq.m.)Built Up area: 1745 sq.ft. (162.12 sq.m.)Carpet area: 1725 sq.ft. (160.26 sq.m.),4,4,3,0.0,East,New Property,2175.0,1745.0,1725.0,1,1,0,0,0,2,142
flat,sunischit apartments,sector 54,1.75,2200.0,7954.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3+,6.0,North-East,Moderately Old,2200.0,2100.0,2000.0,0,1,0,0,0,1,126
flat,sidhivinayak apartments,sector 55,1.9,1800.0,10555.0,Carpet area: 1800 (167.23 sq.m.),4,3,3+,9.0,North,Moderately Old,,,1800.0,0,0,0,1,0,0,35
flat,signature global the millennia,sector 37d,0.55,600.0,9166.0,Super Built up area 600(55.74 sq.m.),2,2,3,3.0,,New Property,600.0,,,0,0,0,0,0,2,53
flat,the lions cghs,sector 56,2.0,2400.0,8333.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,4,3,8.0,West,Relatively New,2400.0,,2100.0,0,0,0,0,1,1,49
flat,ats kocoon,sector 109,2.22,2095.0,10596.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3,4,3,14.0,East,Relatively New,2095.0,1860.0,,1,1,1,1,0,2,45
flat,hcbs sports ville,sohna road,0.32,580.0,5517.0,Carpet area: 580 (53.88 sq.m.),2,2,1,7.0,,New Property,,,580.0,0,0,0,0,0,2,37
flat,ss the leaf,sector 85,1.22,916.0,13318.0,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),2,2,3,16.0,North-East,Relatively New,1772.0,1300.0,916.0,0,0,1,0,0,2,81
flat,vipul lavanya,sector 81,0.64,1216.0,5261.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,12.0,East,Relatively New,,,1225.0,0,0,0,0,0,1,93
flat,allure homes,sector 12,0.72,990.0,7272.0,Carpet area: 990 (91.97 sq.m.),2,2,1,2.0,,Relatively New,,,990.0,0,0,0,0,1,1,16
flat,hero homes,sector 104,1.9,1689.0,11249.0,Super Built up area 1689(156.91 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,3,3,16.0,,Undefined,1689.0,,1082.0,0,0,0,1,0,1,103
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,915.0,14754.0,Super Built up area 915(85.01 sq.m.),2,2,2,10.0,,Undefined,915.0,,,0,0,0,0,0,2,22
house,unitech uniworld resorts,sector 33,11.0,4125.0,26667.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,not available,New Property,,500.0,,1,1,0,0,0,2,58
flat,sare homes,sector 92,1.1,2057.0,5347.0,Carpet area: 2057 (191.1 sq.m.),4,4,3,4.0,North-West,Relatively New,,,2057.0,0,1,0,0,0,2,108
house,sushant lok 1 builder floors,sector 43,13.0,2700.0,48148.0,Plot area 300(250.84 sq.m.),3,3,3+,4.0,North,New Property,,2700.0,,0,0,0,1,0,1,7
flat,ambience caitriona,sector 24,14.0,700.0,200000.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,,700.0,,0,0,0,0,0,2,0
flat,emaar palm gardens,sector 83,1.3,1095.0,11868.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3,3,3,16.0,North,Relatively New,1720.0,,1095.3,0,1,0,0,0,1,174
house,international city by sobha phase 2,sector 109,10.0,3600.0,27778.0,Plot area 400(334.45 sq.m.),4,5,3+,2.0,East,New Property,,3600.0,,1,1,0,1,1,1,49
flat,dhoot time residency,sector 63,2.2,1717.0,12813.0,Super Built up area 1717(159.51 sq.m.),3,4,3+,8.0,North-West,Moderately Old,1717.0,,,1,0,0,0,0,1,61
flat,pareena mi casa,sector 68,1.85,1987.0,9310.0,Super Built up area 1987(184.6 sq.m.),3,3,3+,13.0,,Under Construction,1987.0,,,0,0,0,0,0,2,47
flat,supertech araville,sector 79,0.71,1171.0,6061.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3+,17.0,North,New Property,1295.0,,1250.0,0,0,0,0,1,2,53
flat,emaar palm gardens,sector 83,1.48,1900.0,7789.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,7.0,East,Relatively New,1900.0,,1240.04,0,1,0,0,0,2,66
flat,emaar mgf palm hills,sector 77,1.08,2000.0,5400.0,Super Built up area 2000(185.81 sq.m.),3,4,3+,5.0,South-West,Relatively New,2000.0,,,1,1,0,0,1,1,167
flat,godrej,sector 79,1.33,1559.0,8531.0,Super Built up area 1559(144.84 sq.m.),2,2,3,6.0,North-West,Relatively New,1559.0,,,1,0,0,0,0,2,158
house,independent,sector 7,0.45,900.0,5000.0,Carpet area: 900 (83.61 sq.m.),3,2,,1.0,not available,Undefined,,,900.0,0,0,0,0,0,2,0
